-2.389999990463242,288,327,1.0
-9.999999999776318,999,1055,0.9
-4.479999990463198,497,560,0.81
-8.509999990463113,900,899,0.7290000000000001
-3.029999990463229,352,376,0.6561000000000001
-1.9899999904632497,248,293,0.5904900000000002
-4.909999990463189,540,571,0.5314410000000002
-9.999999999776316,999,1002,0.47829690000000014
-2.209999990463248,270,307,0.43046721000000016
-4.209999990463204,470,523,0.38742048900000015
-2.189999990463245,268,302,0.34867844010000015
-5.8099999904631705,630,655,0.31381059609000017
-0.2699999904632574,76,102,0.28242953648100017
-9.999999999776318,999,1042,0.25418658283290013
-5.179999990463182,567,589,0.22876792454961012
-9.999999999776318,999,1057,0.2058911320946491
-3.2899999904632233,378,425,0.1853020188851842
-7.029999990463144,752,815,0.16677181699666577
-9.99999999977632,999,1041,0.1500946352969992
-9.999999999776318,999,1047,0.13508517176729928
